citation,term,chief,case_name,lean,maj_votes,min_votes,issue,issue_description
10 U.S. 51,1810,Marshall,YOUNG v. GRUNDY,conservative,5,0,90380,"judicial administration: review of non-final order
Note: jurisdiction of the federal courts or of the Supreme Court"
10 U.S. 71,1810,Marshall,KING v. THE DELAWARE INSURANCE COMPANY,conservative,5,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
10 U.S. 87,1810,Marshall,FLETCHER v. PECK,conservative,4,1,80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)"
11 U.S. 1,1812,Marshall,HUDSON & SMITH v. GUESTIER,conservative,5,0,90200,"no merits: miscellaneous
Note: use only if the syllabus or the summary holding specifies one of the following bases."
11 U.S. 100,1812,Marshall,THE SLOOP ACTIVE v. THE UNITED STATES,conservative,6,0,80230,federal and some few state regulations of transportation regulation: boat
11 U.S. 108,1812,Marshall,THE UNITED STATES v. JOHN GOODWIN,conservative,7,0,90510,"Supreme Court's certiorari, writ of error, or appeals jurisdiction
Note: jurisdiction of the federal courts or of the Supreme Court"
11 U.S. 112,1812,Marshall,WHELAN v. THE UNITED STATES,conservative,7,0,90460,"judicial administration: collateral estoppel or res judicata
Note: jurisdiction of the federal courts or of the Supreme Court"
11 U.S. 113,1812,Marshall,THE UNITED STATES v. THE BRIG ELIZA,liberal,7,0,80230,federal and some few state regulations of transportation regulation: boat
11 U.S. 116,1812,Marshall,THE SCHOONER EXCHANGE v. M'FADDON & OTHERS,conservative,7,0,90520,"miscellaneous judicial power, especially diversity jurisdiction"
11 U.S. 152,1812,Marshall,WELCH v. MANDEVILLE,conservative,7,0,90510,"Supreme Court's certiorari, writ of error, or appeals jurisdiction
Note: jurisdiction of the federal courts or of the Supreme Court"
11 U.S. 156,1812,Marshall,MARSTELLER AND OTHERS v. M'CLEAN,conservative,7,0,90480,"judicial administration: untimely filing
Note: jurisdiction of the federal courts or of the Supreme Court"
11 U.S. 164,1812,Marshall,THE STATE OF NEW JERSEY v. WILSON,conservative,7,0,80100,"state or local government tax
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
11 U.S. 168,1812,Marshall,KING v. RIDDLE,conservative,7,0,80160,arbitration (other than as pertains to labor-management or employer-employee relations (cf. union arbitration)
11 U.S. 171,1812,Marshall,DAVY'S EXECUTORS v. FAW,conservative,7,0,80160,arbitration (other than as pertains to labor-management or employer-employee relations (cf. union arbitration)
11 U.S. 202,1812,Marshall,WILSON v. KOONTZ,liberal,7,0,90480,"judicial administration: untimely filing
Note: jurisdiction of the federal courts or of the Supreme Court"
11 U.S. 22,1812,Marshall,BRIG JAMES WELLS v. THE U. STATES,conservative,6,0,10330,"subconstitutional fair procedure: presentation, admissibility, or sufficiency of evidence (not necessarily a criminal case)
Note: nonsubstantive rules and procedures pertaining to the administration of justice that do not rise to the level of a constitutional matter. This is the residual category insofar as criminal procedure is concerned. Note that this issue need not necessarily pertain to a criminal action. If the case involves an indigent, consider indigent categories."
11 U.S. 242,1812,Marshall,DUNLOP v. MUNROE,liberal,7,0,80060,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action."
11 U.S. 26,1812,Marshall,"MARYLAND INSURANCE COMPANY v. LE ROY, BAYARD & M'EVERS",conservative,6,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
11 U.S. 271,1812,Marshall,HEZEKIAH WOOD v. JOHN DAVIS AND OTHERS,conservative,7,0,20075,slavery or indenture
11 U.S. 277,1812,Marshall,BLACKWELL v. PATTEN AND OTHERS,liberal,7,0,90510,"Supreme Court's certiorari, writ of error, or appeals jurisdiction
Note: jurisdiction of the federal courts or of the Supreme Court"
11 U.S. 278,1812,Marshall,WALLEN v. WILLIAMS,liberal,7,0,90510,"Supreme Court's certiorari, writ of error, or appeals jurisdiction
Note: jurisdiction of the federal courts or of the Supreme Court"
11 U.S. 279,1812,Marshall,M'KIM v. VOORHIES,liberal,7,0,100120,"national supremacy: miscellaneous
Note: in the context of federal-state conflicts involving the general welfare, supremacy, or interstate commerce clauses, the 11th or 21st Amendments, or the enforcement clause of the 14th Amendment. Distinguishable from federal pre-emption because of a constitutional basis for decision."
11 U.S. 285,1812,Marshall,UNITED STATES v. JOHN TYLER,conservative,7,0,10430,"statutory construction of criminal laws: financial (other than in fraud or internal revenue)
Note: these codes, by definition exclude the constitutionality of these laws"
11 U.S. 32,1812,Marshall,THE UNITED STATES v. HUDSON AND GOODWIN,liberal,7,0,30030,"libel, defamation: defamation of public officials and public and private persons"
11 U.S. 52,1812,Marshall,SCHOONER PAULINA'S CARGO v. THE UNITED STATES,conservative,6,1,80230,federal and some few state regulations of transportation regulation: boat
11 U.S. 287,1813,Marshall,THE UNITED STATES v. GORDON AND OTHERS,conservative,5,0,90510,"Supreme Court's certiorari, writ of error, or appeals jurisdiction
Note: jurisdiction of the federal courts or of the Supreme Court"
11 U.S. 288,1813,Marshall,BARTON v. PETIT AND BAYARD,liberal,5,0,90510,"Supreme Court's certiorari, writ of error, or appeals jurisdiction
Note: jurisdiction of the federal courts or of the Supreme Court"
11 U.S. 290,1813,Marshall,"MIMA QUEEN AND CHILD, PETITIONERS FOR FREEDOM, v. HEPBURN",conservative,5,1,20075,slavery or indenture
11 U.S. 327,1813,Marshall,DICKEY v. THE BALTIMORE INSURANCE COMPANY,liberal,6,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
11 U.S. 332,1813,Marshall,THE MARINE INSURANCE COMPANY OF ALEXANDRIA v. HODGSON,liberal,5,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
11 U.S. 339,1813,Marshall,LOCKE v. THE UNITED STATES,liberal,6,0,80230,federal and some few state regulations of transportation regulation: boat
11 U.S. 349,1813,Marshall,THE SCHOONER GOOD CATHARINE v. THE UNITED STATES,liberal,5,0,80230,federal and some few state regulations of transportation regulation: boat
11 U.S. 350,1813,Marshall,BOND AND ANOTHER v. JAY,liberal,6,0,90480,"judicial administration: untimely filing
Note: jurisdiction of the federal courts or of the Supreme Court"
11 U.S. 356,1813,Marshall,BRIG PENOBSCOT v. THE UNITED STATES,liberal,7,0,80230,federal and some few state regulations of transportation regulation: boat
11 U.S. 358,1813,Marshall,CAZE AND RICHAUD v. THE BALTIMORE INSURANCE COMPANY,conservative,6,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
11 U.S. 363,1813,Marshall,THE SCHOONER JANE v. THE UNITED STATES,liberal,6,0,80230,federal and some few state regulations of transportation regulation: boat
11 U.S. 366,1813,Marshall,LEE v. MUNROE & THORNTON,conservative,5,0,80060,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action."
11 U.S. 382,1813,Marshall,"THE CARGO OF THE BRIG AURORA, BURNSIDE, CLAIMANT, v. THE UNITED STATES",liberal,6,0,80230,federal and some few state regulations of transportation regulation: boat
11 U.S. 389,1813,Marshall,THE SCHOONER HOPPET AND CARGO v. THE UNITED STATES,liberal,5,0,80230,federal and some few state regulations of transportation regulation: boat
11 U.S. 396,1813,Marshall,THE MUTUAL ASSURANCE SOCIETY v. KORN AND WISEMILLER,liberal,6,0,80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)"
11 U.S. 402,1813,Marshall,THE MARYLAND INSURANCE COMPANY. v. WOOD,liberal,7,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
11 U.S. 415,1813,Marshall,BIAYS v. THE CHESAPEAKE INSURANCE COMPANY,conservative,6,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
11 U.S. 420,1813,Marshall,STARK v. THE CHESAPEAKE INSURANCE COMPANY,liberal,4,0,20270,"immigration and naturalization: citizenship
Note: cf. statutory construction of criminal laws: immigration, deportation, and employability of aliens"
11 U.S. 423,1813,Marshall,"WILLIAM WILLIAMS AND OTHERS, APPELLANTS, v. GEORGE ARMROYD AND OTHERS, APPELLEES",liberal,6,0,90500,"judicial administration: miscellaneous
Note: jurisdiction of the federal courts or of the Supreme Court"
11 U.S. 434,1813,Marshall,SMITH AND BUCHANAN v. THE DELAWARE INSURANCE COMPANY,liberal,5,0,90380,"judicial administration: review of non-final order
Note: jurisdiction of the federal courts or of the Supreme Court"
11 U.S. 436,1813,Marshall,HOLKER AND OTHERS v. PARKER,conservative,6,0,80160,arbitration (other than as pertains to labor-management or employer-employee relations (cf. union arbitration)
11 U.S. 481,1813,Marshall,MILLS v. DURYEE,liberal,5,1,90090,"comity primarily removal cases, civil procedure (cf. comity, criminal and First Amendment); deference to foreign judicial tribunals
Note: propriety of federal court deference to ongoing state judicial or state or federal quasi-judicial proceedings, the abstention doctrine, exhaustion of state provided remedies"
11 U.S. 487,1813,Marshall,OLIVER v. THE MARYLAND INSURANCE COMPANY,conservative,5,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
11 U.S. 496,1813,Marshall,"BRIG CAROLINE, WILLIAM BROADFOOT, CLAIMANT, v. THE UNITED STATES",conservative,7,0,20075,slavery or indenture
11 U.S. 500,1813,Marshall,RIGGS v. LINDSAY,liberal,6,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
11 U.S. 504,1813,Marshall,M'INTIRE v. WOOD,conservative,5,0,90420,"judicial administration: extraordinary relief (e.g., mandamus, injunction)
Note: jurisdiction of the federal courts or of the Supreme Court"
11 U.S. 506,1813,Marshall,LIVINGSTON & GILCHRIST v. THE MARYLAND INSURANCE COMPANY,liberal,5,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
11 U.S. 550,1813,Marshall,PALMER v. ALLEN,conservative,6,0,20390,"indigents: miscellaneous
Note: procedural protections for indigents because of their indigency. Typically in matters pertaining to criminal justice. cf. poverty law, constitutional and poverty law, statutory."
11 U.S. 570,1813,Marshall,THE SCHOONER ANNE v. THE UNITED STATES,conservative,6,0,80230,federal and some few state regulations of transportation regulation: boat
11 U.S. 572,1813,Marshall,THE UNITED STATES v. JANUARY AND PATTERSON,liberal,6,0,120010,"federal taxation, typically under provisions of the Internal Revenue Code
Note: except as pertains to federal taxation of gifts or priority of federal fiscal claims"
11 U.S. 575,1813,Marshall,THE UNITED STATES v. PATTERSON,liberal,6,0,120010,"federal taxation, typically under provisions of the Internal Revenue Code
Note: except as pertains to federal taxation of gifts or priority of federal fiscal claims"
11 U.S. 577,1813,Marshall,LIVINGSTON v. DORGENOIS,liberal,5,0,90510,"Supreme Court's certiorari, writ of error, or appeals jurisdiction
Note: jurisdiction of the federal courts or of the Supreme Court"
11 U.S. 589,1813,Marshall,OTIS v. BACON,conservative,6,0,80230,federal and some few state regulations of transportation regulation: boat
11 U.S. 596,1813,Marshall,THORNTON v. CARSON,liberal,6,0,90380,"judicial administration: review of non-final order
Note: jurisdiction of the federal courts or of the Supreme Court"
11 U.S. 602,1813,Marshall,WALLEN v. WILLIAMS,conservative,4,0,90520,"miscellaneous judicial power, especially diversity jurisdiction"
11 U.S. 603,1813,Marshall,FAIRFAX'S DEVISEE v. HUNTER'S LESSEE,conservative,3,1,100010,federal-state ownership dispute (cf. Submerged Lands Act)
12 U.S. 109,1814,Marshall,"HARFORD, CLAIMANT OF 480 PIECES OF COTTON BAGGING, v. THE UNITED STATES",liberal,6,0,120010,"federal taxation, typically under provisions of the Internal Revenue Code
Note: except as pertains to federal taxation of gifts or priority of federal fiscal claims"
12 U.S. 110,1814,Marshall,ARMITZ BROWN v. THE UNITED STATES,conservative,6,1,40070,"due process: takings clause, or other non-constitutional governmental taking of property"
12 U.S. 155,1814,Marshall,"THE RAPID, PERRY, MASTER",liberal,6,0,40070,"due process: takings clause, or other non-constitutional governmental taking of property"
12 U.S. 169,1814,Marshall,"THE ALEXANDER, PICKET, MASTER",liberal,6,0,40070,"due process: takings clause, or other non-constitutional governmental taking of property"
12 U.S. 181,1814,Marshall,"THE JULIA, LUCE, MASTER",liberal,6,0,40070,"due process: takings clause, or other non-constitutional governmental taking of property"
12 U.S. 203,1814,Marshall,"THE AURORA, PIKE, MASTER",liberal,6,0,40070,"due process: takings clause, or other non-constitutional governmental taking of property"
12 U.S. 221,1814,Marshall,"THE ADVENTURE, _____ MASTER",conservative,5,0,40070,"due process: takings clause, or other non-constitutional governmental taking of property"
12 U.S. 251,1814,Marshall,CARTER'S HEIRS v. CUTTING AND WIFE,liberal,6,0,90340,"judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from federal district courts or courts of appeals (cf. 753)
Note: jurisdiction of the federal courts or of the Supreme Court"
12 U.S. 253,1814,Marshall,"THE VENUS, RAE, MASTER",conservative,4,2,40070,"due process: takings clause, or other non-constitutional governmental taking of property"
12 U.S. 317,1814,Marshall,THE MERRIMACK,liberal,6,0,40070,"due process: takings clause, or other non-constitutional governmental taking of property"
12 U.S. 335,1814,Marshall,"THE FRANCES, BOYER, MASTER.  (THOMPSON AND AL. CLAIMANTS.",liberal,7,0,40070,"due process: takings clause, or other non-constitutional governmental taking of property"
12 U.S. 358,1814,Marshall,"THE FRANCES, BOYER, MASTER.  (KENNEDY'S CLAIM)",liberal,6,0,40070,"due process: takings clause, or other non-constitutional governmental taking of property"
